date,region,channel,sales_gbp,gross_margin_pct,profit_gbp,age_dist_18-24,age_dist_25-34,age_dist_35-44,age_dist_45-54,age_dist_55+,income_dist_Low,income_dist_Medium,income_dist_High,household_dist_1,household_dist_2,household_dist_3-4,household_dist_5+,frequency_dist_Weekly,frequency_dist_Monthly,frequency_dist_Occasional
2021-01-31,London,Wholesale Restaurants,201474.7287188241,25.0,50368.682179706026,0.44631262149381434,0.3461462347287426,0.02518750897445264,0.018032303274854278,0.16432133152813613,0.22562147711943512,0.0920146284881392,0.6823638943924257,0.44964700395830515,0.08833850837507147,0.3789507262201913,0.08306376144643203,0.6321077515022573,0.3059682284248762,0.06192402007286641
2021-01-31,London,Retail Chains,217117.3680494809,30.0,65135.21041484427,0.24077926697873903,0.5274878429761617,0.18200632575392006,0.007582172774832621,0.042144391516346295,0.3027994706788822,0.5171984140216238,0.18000211529949384,0.2775575979340531,0.27998263992172895,0.28412465549211813,0.1583351066520999,0.6598449646039422,0.17991333729935602,0.160241698096702
2021-01-31,London,Independent Retail,187975.2327604251,35.0,65791.33146614878,0.17820933867158345,0.020966437135578633,0.48656538322086307,0.13849349822247925,0.17576534274949568,0.6862120659677673,0.18461037271053046,0.12917756132170222,0.0765322073479119,0.6161694657776488,0.05741083184962768,0.2498874950248116,0.24611463702689698,0.40472350143312535,0.3491618615399778
2021-01-31,London,Online Direct,212428.826917807,40.0,84971.53076712281,0.037366675489366806,0.28696331965500893,0.26826289068824766,0.12882536557241833,0.27858174859495816,0.1686340317172277,0.33565580947611134,0.495710158806661,0.19165664601329624,0.5077193798030843,0.1636597466150279,0.13696422756859156,0.8790948420640378,0.02708219450469648,0.0938229634312658
2021-01-31,Nationwide UK,Wholesale Restaurants,147539.0863075958,25.0,36884.77157689895,0.38563504760086326,0.17218233335196126,0.012425514242749638,0.25225302252686843,0.17750408227755737,0.297038875980489,0.5400687061121823,0.16289241790732875,0.09870567520675287,0.28284191151740906,0.31376753365925925,0.30468487961657886,0.13586389106354946,0.48468385463087027,0.3794522543055804
2021-01-31,Nationwide UK,Retail Chains,161271.5110967682,30.0,48381.45332903046,0.28950458618585667,0.5143849408734186,0.0185695327339292,0.05516857888793853,0.12237236131885686,0.4737484241932817,0.17782691866116387,0.34842465714555454,0.07726178341466691,0.15022564999031554,0.6795567465754082,0.09295582001960928,0.3696138949487344,0.2627369448912079,0.36764916016005755
2021-01-31,Nationwide UK,Independent Retail,156249.72147233912,35.0,54687.40251531869,0.13213455597296095,0.2334483689746145,0.03033369466530722,0.4710169074535283,0.133066472933589,0.4063371386709418,0.5022278366395568,0.09143502468950136,0.5568612343673438,0.2469000198680948,0.14434167616989746,0.05189706959466401,0.63494824552047,0.31313764533934463,0.051914109140185453
2021-01-31,Nationwide UK,Online Direct,145131.32324172676,40.0,58052.52929669071,0.2700829931830774,0.19367420894943158,0.23630174831836784,0.09474218760243074,0.2051988619466924,0.28283231955254134,0.13738689814931357,0.5797807822981451,0.6386307267688512,0.06367592331362851,0.10579981253897139,0.19189353737854892,0.19167214341433447,0.45576021159866575,0.3525676449869999
2021-01-31,Europe,Wholesale Restaurants,72932.75526179772,25.0,18233.18881544943,0.5026333954190518,0.10876441869700315,0.15539133893421608,0.08206316400968017,0.151147682940049,0.04520171616270613,0.162019056815523,0.7927792270217708,0.061480687202303305,0.022240979505670975,0.4236021684573873,0.4926761648346384,0.05437184587866457,0.5900800013073365,0.355548152813999
2021-01-31,Europe,Retail Chains,80321.32293146536,30.0,24096.396879439606,0.4965749895477019,0.15216591299411744,0.0603877168365201,0.09387745580166713,0.1969939248199934,0.19124756926286332,0.41328788072170136,0.39546455001543535,0.32824934793998295,0.5721275126182658,0.08026155291147592,0.01936158653027528,0.851120718642457,0.032324261205680785,0.11655502015186213
