year,month,product_line,region,units_sold,revenue_usd,cost_usd,profit_usd,profit_margin_pct,age_group,gender,income_bracket,promo_flag
2021,,Bars,Northeast,492,1704.2820387424224,1056.197599762766,648.0844389796564,38.02683031605927,18-24,Male,<40k,0
2021,,Bars,Northeast,474,1003.0632643354531,675.2975266218282,327.76573771362496,32.67647708450129,18-24,Male,40-80k,0
2021,,Bars,Northeast,506,1032.831508227352,716.7664452042841,316.065063023068,30.60180295676012,18-24,Male,80-120k,0
2021,,Bars,Northeast,524,1238.5525656330415,664.7075080620489,573.8450575709926,46.33190980293133,18-24,Male,120k+,0
2021,,Bars,Northeast,487,1394.7144481574207,778.5935219904446,616.1209261669761,44.17541719603918,18-24,Female,<40k,0
2021,,Bars,Northeast,507,1310.2346736147113,751.1213348419144,559.1133387727969,42.67276313412617,18-24,Female,40-80k,0
2021,,Bars,Northeast,497,1192.4757394654096,718.880288173875,473.5954512915346,39.71531123172777,18-24,Female,80-120k,0
2021,,Bars,Northeast,506,1626.8353901242556,868.9006309190103,757.9347592052453,46.58951752625416,18-24,Female,120k+,0
2021,,Bars,Northeast,487,1640.4429678228407,964.6304965363835,675.8124712864573,41.19695012520798,18-24,Other,<40k,0
2021,,Bars,Northeast,470,972.3252098483053,662.9936350782721,309.3315747700333,31.813591958424364,18-24,Other,40-80k,0
2021,,Bars,Northeast,484,1269.73632165455,766.9380120713697,502.7983095831803,39.598639576443794,18-24,Other,80-120k,0
2021,,Bars,Northeast,503,1981.4021355311459,1297.8710340711725,683.5311014599733,34.49734353277772,18-24,Other,120k+,0
2021,,Bars,Northeast,545,1741.7109769040826,1191.9831833450048,549.7277935590778,31.56251529953765,25-34,Male,<40k,0
2021,,Bars,Northeast,464,969.9709241089794,548.0976543687144,421.87326974026496,43.49339338473471,25-34,Male,40-80k,0
2021,,Bars,Northeast,493,1803.1351840238024,1030.222487087651,772.9126969361514,42.864933466128214,25-34,Male,80-120k,0
2021,,Bars,Northeast,485,1106.6964982255197,730.905967010276,375.79053121524373,33.9560603849192,25-34,Male,120k+,0
2021,,Bars,Northeast,519,1043.7319575742993,692.0906093966493,351.64134817765,33.69077143090332,25-34,Female,<40k,0
2021,,Bars,Northeast,514,1820.865916393152,937.3980347233373,883.4678816698147,48.51910696531819,25-34,Female,40-80k,0
2021,,Bars,Northeast,491,1829.5675642098329,1142.8569892402058,686.710574969627,37.53403746344884,25-34,Female,80-120k,0
2021,,Bars,Northeast,489,1282.1407106379177,724.4565104371533,557.6842002007644,43.496333559465064,25-34,Female,120k+,0
2021,,Bars,Northeast,515,1943.8291248536163,1155.4955873708816,788.3335374827348,40.55570149676102,25-34,Other,<40k,0
2021,,Bars,Northeast,469,1651.61637560265,1011.2111099529537,640.4052656496962,38.77445604861008,25-34,Other,40-80k,0
2021,,Bars,Northeast,519,1580.59667689851,925.4523210203205,655.1443558781895,41.44917963282902,25-34,Other,80-120k,0
2021,,Bars,Northeast,488,1861.784878551867,1023.7181397899059,838.0667387619611,45.01415541702251,25-34,Other,120k+,0
2021,,Bars,Northeast,494,1214.052587505723,625.7178254955822,588.3347620101408,48.46040180342413,35-44,Male,<40k,0
2021,,Bars,Northeast,486,1875.666118076981,1240.9858620937875,634.6802559831935,33.83759240871168,35-44,Male,40-80k,0
2021,,Bars,Northeast,509,1836.1381742832984,986.5827686014359,849.5554056818626,46.26859882227928,35-44,Male,80-120k,0
2021,,Bars,Northeast,533,1926.7312054048907,1308.671016793331,618.0601886115596,32.07817400153012,35-44,Male,120k+,0
2021,,Bars,Northeast,488,1198.4647186409352,701.6070824655312,496.85763617540397,41.45784422747488,35-44,Female,<40k,0
2021,,Bars,Northeast,523,1053.2719285356256,634.227123543861,419.04480499176464,39.7850539484487,35-44,Female,40-80k,0
2021,,Bars,Northeast,495,1108.666713660346,629.19389734256,479.47281631778594,43.24769657192743,35-44,Female,80-120k,0
2021,,Bars,Northeast,547,1661.5569401872426,1064.3996761407197,597.1572640465229,35.939620822096444,35-44,Female,120k+,0
2021,,Bars,Northeast,491,1927.1232436331532,1060.604724740652,866.5185188925011,44.96435408349272,35-44,Other,<40k,0
2021,,Bars,Northeast,500,1284.8404943774676,651.8990159237485,632.9414784537191,49.262261052909345,35-44,Other,40-80k,0
2021,,Bars,Northeast,507,1066.199453767489,592.518268476408,473.6811852910811,44.42707071526777,35-44,Other,80-120k,0
2021,,Bars,Northeast,536,1227.3273028817912,733.8073986727975,493.5199042089937,40.210944794448736,35-44,Other,120k+,0
2021,,Bars,Northeast,511,1264.8655699602325,816.6519423483759,448.2136276118566,35.435673027762824,45+,Male,<40k,0
2021,,Bars,Northeast,491,1604.1261759671986,973.9531270125746,630.173048954624,39.28450631850483,45+,Male,40-80k,0
2021,,Bars,Northeast,464,1225.6839002937709,658.5644972076609,567.11940308611,46.26962979200292,45+,Male,80-120k,0
2021,,Bars,Northeast,512,1548.3832916984638,844.3321006405876,704.0511910578763,45.470084496041245,45+,Male,120k+,0
2021,,Bars,Northeast,509,1721.3746173883103,993.8305904478798,727.5440269404305,42.265293073989255,45+,Female,<40k,0
2021,,Bars,Northeast,544,1459.0801899426813,762.6534883563774,696.4267015863039,47.73052957518822,45+,Female,40-80k,0
2021,,Bars,Northeast,540,1358.576957932368,858.6163024751862,499.9606554571818,36.80031907931642,45+,Female,80-120k,0
2021,,Bars,Northeast,523,1600.0145049603827,877.4006871799155,722.6138177804672,45.16295418199097,45+,Female,120k+,0
2021,,Bars,Northeast,465,1767.3887931618974,1107.4816806847966,659.9071124771008,37.33797085453464,45+,Other,<40k,0
2021,,Bars,Northeast,489,1687.9846539350942,1146.8539973050817,541.1306566300125,32.05779480094846,45+,Other,40-80k,0
2021,,Bars,Northeast,532,1747.121671508162,902.9613870106385,844.1602844975235,48.31720070009903,45+,Other,80-120k,0
2021,,Bars,Northeast,475,1526.1076066766104,765.8609414245324,760.2466652520781,49.81605896766741,45+,Other,120k+,0
2021,,Bars,Midwest,466,936.7173961446758,498.48503791291756,438.23235823175827,46.783838971650034,18-24,Male,<40k,0
2021,,Bars,Midwest,503,1661.873027059616,905.4779367677661,756.39509029185,45.51461381078881,18-24,Male,40-80k,0
2021,,Bars,Midwest,514,1362.5108897077273,884.6759785631697,477.8349111445576,35.070171897639526,18-24,Male,80-120k,0
2021,,Bars,Midwest,510,1690.7651501463502,1037.5578512827674,653.2072988635828,38.63382793329057,18-24,Male,120k+,0
2021,,Bars,Midwest,465,1176.6382019440048,645.736608027707,530.9015939162978,45.120207132418344,18-24,Female,<40k,0
2021,,Bars,Midwest,532,1909.679226968314,1146.8147365655016,762.8644904028124,39.94725813789617,18-24,Female,40-80k,0
2021,,Bars,Midwest,505,1207.195417676025,778.0258854448208,429.16953223120424,35.55095769476988,18-24,Female,80-120k,0
2021,,Bars,Midwest,485,1596.1081270299528,854.5916224720538,741.516504557899,46.457786411859026,18-24,Female,120k+,0
2021,,Bars,Midwest,537,1090.6004061520036,747.7851233553251,342.8152827966785,31.433628748245507,18-24,Other,<40k,0
2021,,Bars,Midwest,495,1943.9837773183604,1303.6391973247235,640.3445799936369,32.9398108906528,18-24,Other,40-80k,0
2021,,Bars,Midwest,486,1799.304844714385,1013.70028221205,785.6045625023349,43.661559896874444,18-24,Other,80-120k,0
2021,,Bars,Midwest,476,1843.2193450010634,1178.1967896862252,665.0225553148382,36.07940406650054,18-24,Other,120k+,0
2021,,Bars,Midwest,504,1627.9272845127632,1136.3107774007096,491.61650711205357,30.19892299791473,25-34,Male,<40k,0
2021,,Bars,Midwest,472,1772.24017989999,1148.6840716285908,623.5561082713991,35.1846276449159,25-34,Male,40-80k,0
2021,,Bars,Midwest,513,1394.837921151469,779.3215681199166,615.5163530315523,44.12816311471015,25-34,Male,80-120k,0
2021,,Bars,Midwest,522,1949.2235005976283,1330.6337396471815,618.5897609504468,31.73518894887058,25-34,Male,120k+,0
2021,,Bars,Midwest,501,1801.8917693247088,1135.1788161076324,666.7129532170763,37.00072138444469,25-34,Female,<40k,0
2021,,Bars,Midwest,513,1939.1454807048228,1100.6570965341662,838.4883841706567,43.24009686296928,25-34,Female,40-80k,0
2021,,Bars,Midwest,492,1553.0276587402352,787.6776984349885,765.3499603052467,49.281154524065165,25-34,Female,80-120k,0
2021,,Bars,Midwest,498,1281.3950871197712,792.1157110399029,489.27937607986837,38.18333478861978,25-34,Female,120k+,0
2021,,Bars,Midwest,431,1571.0816832886255,898.718625486956,672.3630578016696,42.796187171774754,25-34,Other,<40k,0
2021,,Bars,Midwest,470,1663.7939399126942,903.7133134873428,760.0806264253514,45.683579450063135,25-34,Other,40-80k,0
2021,,Bars,Midwest,508,1068.5086287073054,647.8057161004841,420.7029126068213,39.372907368637044,25-34,Other,80-120k,0
2021,,Bars,Midwest,503,1736.4478817249976,1207.1271961144291,529.3206856105685,30.482958410749315,25-34,Other,120k+,0
2021,,Bars,Midwest,501,1798.776567158241,996.8216250193069,801.9549421389341,44.583354974758514,35-44,Male,<40k,0
2021,,Bars,Midwest,496,1017.1479374681339,704.4051386333911,312.74279883474287,30.747031706441497,35-44,Male,40-80k,0
2021,,Bars,Midwest,525,1479.4005916349834,790.97463974545,688.4259518895334,46.53411359858308,35-44,Male,80-120k,0
2021,,Bars,Midwest,474,1468.666878141402,944.2341116555959,524.4327664858062,35.708081545998766,35-44,Male,120k+,0
2021,,Bars,Midwest,510,1993.962586276458,1291.2490620222525,702.7135242542056,35.242061666084645,35-44,Female,<40k,0
2021,,Bars,Midwest,503,1428.1176628023568,784.8166317472001,643.3010310551567,45.04538020997685,35-44,Female,40-80k,0
2021,,Bars,Midwest,491,996.1344058344202,521.191993074208,474.9424127602123,47.678547189861675,35-44,Female,80-120k,0
2021,,Bars,Midwest,447,1658.7817621058405,1062.833845833324,595.9479162725165,35.926842812399535,35-44,Female,120k+,0
2021,,Bars,Midwest,498,1485.649411616365,883.5073173436036,602.1420942727613,40.530564584388685,35-44,Other,<40k,0
2021,,Bars,Midwest,476,1331.3765071462997,829.673924067243,501.7025830790567,37.68299803895568,35-44,Other,40-80k,0
2021,,Bars,Midwest,509,1399.3556416897477,874.8379416373112,524.5177000524365,37.482801685715266,35-44,Other,80-120k,0
2021,,Bars,Midwest,500,1658.6936316189451,883.3984751237623,775.2951564951828,46.741311458371406,35-44,Other,120k+,0
2021,,Bars,Midwest,459,942.3373830772089,581.5683372041577,360.76904587305114,38.28448837453073,45+,Male,<40k,0
2021,,Bars,Midwest,545,1513.1052195651089,951.2251619845273,561.8800575805816,37.13423563115294,45+,Male,40-80k,0
